File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF149NMR	bed narrowPeak	peaks	ENCSR656QYL	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	female	103 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF607HHN, ENCFF992CZQ	1287823	ENCODE Processing Pipeline	7e1574097020e93eaf40ee613e1c9f07		https://www.encodeproject.org/files/ENCFF149NMR/@@download/ENCFF149NMR.bed.gz	GRCh38			archived	low spot score			
ENCFF617JOF	bed narrowPeak	peaks	ENCSR656QYL	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	female	103 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF155JTT, ENCFF163ZHO	1284295	ENCODE Processing Pipeline	ec0c637df62400ed803ee1fd6d6bebb9		https://www.encodeproject.org/files/ENCFF617JOF/@@download/ENCFF617JOF.bed.gz	hg19			archived	low spot score			
ENCFF639QXT	bed narrowPeak	peaks	ENCSR656QYL	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	female	103 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF862VPD, ENCFF967OQF	1360630	ENCODE Processing Pipeline	b7edb92b8d7ab669d284a074986768dd		https://www.encodeproject.org/files/ENCFF639QXT/@@download/ENCFF639QXT.bed.gz	GRCh38			released	low spot score			
ENCFF347GDH	bed narrowPeak	peaks	ENCSR656QYL	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	female	103 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF675MOC	1357390	ENCODE Processing Pipeline	ebb8d5c287210b1de769b77ecd8451d3		https://www.encodeproject.org/files/ENCFF347GDH/@@download/ENCFF347GDH.bed.gz	hg19			released	low spot score			
ENCFF995OBT	bed narrowPeak	peaks	ENCSR318JAA	DNase-seq	UBERON:0018115	left renal pelvis	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF925TDW, ENCFF992CZQ	657438	ENCODE Processing Pipeline	c0d87b2c608fe1448600625c833fd24b		https://www.encodeproject.org/files/ENCFF995OBT/@@download/ENCFF995OBT.bed.gz	GRCh38			archived	low read depth			
ENCFF036XTH	bed narrowPeak	peaks	ENCSR318JAA	DNase-seq	UBERON:0018115	left renal pelvis	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF098TIA, ENCFF163ZHO	653901	ENCODE Processing Pipeline	3250ed0ea0a4644ae1488d91e7d1c791		https://www.encodeproject.org/files/ENCFF036XTH/@@download/ENCFF036XTH.bed.gz	hg19			archived	low read depth			
ENCFF283GEW	bed narrowPeak	peaks	ENCSR318JAA	DNase-seq	UBERON:0018115	left renal pelvis	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF798VQL, ENCFF967OQF	699070	ENCODE Processing Pipeline	1b5cf5e9c1b8868d1c449c3816d8f62d		https://www.encodeproject.org/files/ENCFF283GEW/@@download/ENCFF283GEW.bed.gz	GRCh38			released	low read depth			
ENCFF271ZJR	bed narrowPeak	peaks	ENCSR318JAA	DNase-seq	UBERON:0018115	left renal pelvis	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF896VBP	695766	ENCODE Processing Pipeline	3510c74f9d2c82c1eee7808f1bc8dcef		https://www.encodeproject.org/files/ENCFF271ZJR/@@download/ENCFF271ZJR.bed.gz	hg19			released	low read depth			
ENCFF235NPS	bed narrowPeak	peaks	ENCSR482HQE	DNase-seq	UBERON:0002048	lung	tissue	embryonic	female	108 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF791HJZ	1248539	ENCODE Processing Pipeline	3d39bb0069a9413f417aa1351acb6065		https://www.encodeproject.org/files/ENCFF235NPS/@@download/ENCFF235NPS.bed.gz	hg19			archived	low read depth			
ENCFF474QSW	bed narrowPeak	peaks	ENCSR482HQE	DNase-seq	UBERON:0002048	lung	tissue	embryonic	female	108 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF277GIU, ENCFF992CZQ	1252224	ENCODE Processing Pipeline	82a866a49db7ce69c3dc05dbe0ad769d		https://www.encodeproject.org/files/ENCFF474QSW/@@download/ENCFF474QSW.bed.gz	GRCh38			archived	low read depth			
ENCFF490EXW	bed narrowPeak	peaks	ENCSR482HQE	DNase-seq	UBERON:0002048	lung	tissue	embryonic	female	108 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF581AVY, ENCFF967OQF	1317522	ENCODE Processing Pipeline	fae4df4e40c2111fe6ad88e653dd62b0		https://www.encodeproject.org/files/ENCFF490EXW/@@download/ENCFF490EXW.bed.gz	GRCh38			released	low read depth			
ENCFF444TLL	bed narrowPeak	peaks	ENCSR482HQE	DNase-seq	UBERON:0002048	lung	tissue	embryonic	female	108 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF890KBJ	1315357	ENCODE Processing Pipeline	28e24ff63e76d98b1a71db2bba42dc73		https://www.encodeproject.org/files/ENCFF444TLL/@@download/ENCFF444TLL.bed.gz	hg19			released	low read depth			
ENCFF238ZFI	bed narrowPeak	peaks	ENCSR076YBB	DNase-seq	UBERON:0002048	lung	tissue	embryonic	male	108 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF348XAU	634326	ENCODE Processing Pipeline	538f35efc017ad58519298e76dde1b8c		https://www.encodeproject.org/files/ENCFF238ZFI/@@download/ENCFF238ZFI.bed.gz	hg19			archived	low read depth			
ENCFF290EPY	bed narrowPeak	peaks	ENCSR076YBB	DNase-seq	UBERON:0002048	lung	tissue	embryonic	male	108 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF906DQD, ENCFF992CZQ	635932	ENCODE Processing Pipeline	db4d76789a15d375deee068a5811284e		https://www.encodeproject.org/files/ENCFF290EPY/@@download/ENCFF290EPY.bed.gz	GRCh38			archived	low read depth			
ENCFF216SYK	bed narrowPeak	peaks	ENCSR076YBB	DNase-seq	UBERON:0002048	lung	tissue	embryonic	male	108 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF776CQU, ENCFF967OQF	675398	ENCODE Processing Pipeline	8cccd7cc831a5e7c48ef47b2de88644e		https://www.encodeproject.org/files/ENCFF216SYK/@@download/ENCFF216SYK.bed.gz	GRCh38			released	low read depth			
ENCFF461MVJ	bed narrowPeak	peaks	ENCSR076YBB	DNase-seq	UBERON:0002048	lung	tissue	embryonic	male	108 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF121ZBR, ENCFF390DNP	674201	ENCODE Processing Pipeline	c68c63466e2200aee8a14f8c9fddfc44		https://www.encodeproject.org/files/ENCFF461MVJ/@@download/ENCFF461MVJ.bed.gz	hg19			released	low read depth			
ENCFF170HDL	bed narrowPeak	peaks	ENCSR020LUD	DNase-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	adult	male	21 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF448IDX, ENCFF967OQF	2007182	ENCODE Processing Pipeline	549c3d41b9e3359aadcd903741c66b0c		https://www.encodeproject.org/files/ENCFF170HDL/@@download/ENCFF170HDL.bed.gz	GRCh38			released	mixed read lengths	sequencing runs labeled as technical replicates		
ENCFF134WKG	bed narrowPeak	peaks	ENCSR020LUD	DNase-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	adult	male	21 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF494EYX	1992508	ENCODE Processing Pipeline	df0dad11f375ccac60fbb42de2e8e5cc		https://www.encodeproject.org/files/ENCFF134WKG/@@download/ENCFF134WKG.bed.gz	hg19			released	mixed read lengths	sequencing runs labeled as technical replicates		
ENCFF515IOM	bed narrowPeak	peaks	ENCSR083FBK	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	female	110 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF783ZLV	854337	ENCODE Processing Pipeline	f7adbe61943752622a436926972bba63		https://www.encodeproject.org/files/ENCFF515IOM/@@download/ENCFF515IOM.bed.gz	hg19			archived	low read depth			
ENCFF978III	bed narrowPeak	peaks	ENCSR083FBK	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	female	110 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF697AKY, ENCFF992CZQ	857307	ENCODE Processing Pipeline	6b3691e0d71246aa667256b76e412e7a		https://www.encodeproject.org/files/ENCFF978III/@@download/ENCFF978III.bed.gz	GRCh38			archived	low read depth			
ENCFF067OIC	bed narrowPeak	peaks	ENCSR083FBK	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	female	110 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF204MVL, ENCFF967OQF	893842	ENCODE Processing Pipeline	676efa5a1481963c7edce47260ae0abc		https://www.encodeproject.org/files/ENCFF067OIC/@@download/ENCFF067OIC.bed.gz	GRCh38			released	low read depth			
ENCFF075LFT	bed narrowPeak	peaks	ENCSR083FBK	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	female	110 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF031UYH, ENCFF390DNP	890984	ENCODE Processing Pipeline	320c9d58cce0b86345edacbea53030ed		https://www.encodeproject.org/files/ENCFF075LFT/@@download/ENCFF075LFT.bed.gz	hg19			released	low read depth			
ENCFF944HYF	bed narrowPeak	peaks	ENCSR286WIA	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF913DQY, ENCFF992CZQ	1031111	ENCODE Processing Pipeline	0d54e1327c5c6a2e6a5259ada41a9a84		https://www.encodeproject.org/files/ENCFF944HYF/@@download/ENCFF944HYF.bed.gz	GRCh38			archived	low read depth			
ENCFF907IIM	bed narrowPeak	peaks	ENCSR286WIA	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF411XAX	1028010	ENCODE Processing Pipeline	978df8d4e2001490b84df8935d0e68a2		https://www.encodeproject.org/files/ENCFF907IIM/@@download/ENCFF907IIM.bed.gz	hg19			archived	low read depth			
ENCFF698RYJ	bed narrowPeak	peaks	ENCSR286WIA	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF967OQF, ENCFF992HOZ	1091686	ENCODE Processing Pipeline	2b710f355480267caf603744c1cd8ce3		https://www.encodeproject.org/files/ENCFF698RYJ/@@download/ENCFF698RYJ.bed.gz	GRCh38			released	low read depth			
ENCFF722BUK	bed narrowPeak	peaks	ENCSR286WIA	DNase-seq	UBERON:0001383	muscle of leg	tissue	embryonic	female	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF156XGI, ENCFF390DNP	1088902	ENCODE Processing Pipeline	2e53a7a5b3c2aafd22236a1970cf712a		https://www.encodeproject.org/files/ENCFF722BUK/@@download/ENCFF722BUK.bed.gz	hg19			released	low read depth			
ENCFF908BGP	bed narrowPeak	peaks	ENCSR357PMV	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	female	120 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF122VON, ENCFF992CZQ	947391	ENCODE Processing Pipeline	150f7745002d87d0f04dfdacef4a24ab		https://www.encodeproject.org/files/ENCFF908BGP/@@download/ENCFF908BGP.bed.gz	GRCh38			archived	low read depth			
ENCFF583SXE	bed narrowPeak	peaks	ENCSR357PMV	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	female	120 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF784VIX	944415	ENCODE Processing Pipeline	ac77bbc939632dd9b11a99954fe9d142		https://www.encodeproject.org/files/ENCFF583SXE/@@download/ENCFF583SXE.bed.gz	hg19			archived	low read depth			
ENCFF167SDL	bed narrowPeak	peaks	ENCSR357PMV	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	female	120 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF791NEI, ENCFF967OQF	1018334	ENCODE Processing Pipeline	f27bef10a2cd9c1b53743543de11e2f8		https://www.encodeproject.org/files/ENCFF167SDL/@@download/ENCFF167SDL.bed.gz	GRCh38			released	low read depth			
ENCFF513LFB	bed narrowPeak	peaks	ENCSR357PMV	DNase-seq	UBERON:0001499	muscle of arm	tissue	embryonic	female	120 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF412NAG	1017085	ENCODE Processing Pipeline	85871896f4311b65c259f37dfc924521		https://www.encodeproject.org/files/ENCFF513LFB/@@download/ENCFF513LFB.bed.gz	hg19			released	low read depth			
ENCFF596AFS	bed narrowPeak	peaks	ENCSR457ILW	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	female	91 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF591LLH, ENCFF992CZQ	678442	ENCODE Processing Pipeline	ddb994c5059174504d1fa3b68b7b1d68		https://www.encodeproject.org/files/ENCFF596AFS/@@download/ENCFF596AFS.bed.gz	GRCh38			archived	low read depth			
ENCFF114CIS	bed narrowPeak	peaks	ENCSR457ILW	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	female	91 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF047YXH, ENCFF163ZHO	678683	ENCODE Processing Pipeline	8a983150f9d05280c3f727c3a7da1022		https://www.encodeproject.org/files/ENCFF114CIS/@@download/ENCFF114CIS.bed.gz	hg19			archived	low read depth			
ENCFF211VKM	bed narrowPeak	peaks	ENCSR457ILW	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	female	91 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF620SQA, ENCFF967OQF	707813	ENCODE Processing Pipeline	633d79f1f78caba5995df953e828ccfc		https://www.encodeproject.org/files/ENCFF211VKM/@@download/ENCFF211VKM.bed.gz	GRCh38			released	low read depth			
ENCFF305FTY	bed narrowPeak	peaks	ENCSR457ILW	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	female	91 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF439UNT	707532	ENCODE Processing Pipeline	7a87bfd19828504e68920ebcdf71f572		https://www.encodeproject.org/files/ENCFF305FTY/@@download/ENCFF305FTY.bed.gz	hg19			released	low read depth			
ENCFF064KOE	bed narrowPeak	peaks	ENCSR438TWI	DNase-seq	UBERON:0002324	muscle of back	tissue	embryonic	male	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF283JKY, ENCFF992CZQ	850547	ENCODE Processing Pipeline	d98ffa434efffd327228252d74b2e29f		https://www.encodeproject.org/files/ENCFF064KOE/@@download/ENCFF064KOE.bed.gz	GRCh38			archived	low read depth			
ENCFF346XDJ	bed narrowPeak	peaks	ENCSR438TWI	DNase-seq	UBERON:0002324	muscle of back	tissue	embryonic	male	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF040SBO, ENCFF163ZHO	847364	ENCODE Processing Pipeline	fd0470113e5909dbc7ec9ea94faf0384		https://www.encodeproject.org/files/ENCFF346XDJ/@@download/ENCFF346XDJ.bed.gz	hg19			archived	low read depth			
ENCFF675NAH	bed narrowPeak	peaks	ENCSR438TWI	DNase-seq	UBERON:0002324	muscle of back	tissue	embryonic	male	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF153KUO, ENCFF967OQF	899814	ENCODE Processing Pipeline	d168dbdf34f466462790f27dbba748c3		https://www.encodeproject.org/files/ENCFF675NAH/@@download/ENCFF675NAH.bed.gz	GRCh38			released	low read depth			
ENCFF457HPK	bed narrowPeak	peaks	ENCSR438TWI	DNase-seq	UBERON:0002324	muscle of back	tissue	embryonic	male	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF065ECG, ENCFF390DNP	897439	ENCODE Processing Pipeline	11f8364ef9613972960c482e4231e81f		https://www.encodeproject.org/files/ENCFF457HPK/@@download/ENCFF457HPK.bed.gz	hg19			released	low read depth			
ENCFF178AYH	bed narrowPeak	peaks	ENCSR164PQJ	DNase-seq	UBERON:0002370	thymus	tissue	embryonic	male	127 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF767MVL, ENCFF992CZQ	916122	ENCODE Processing Pipeline	58a7809132add384bb3ccbd36bdf2eaa		https://www.encodeproject.org/files/ENCFF178AYH/@@download/ENCFF178AYH.bed.gz	GRCh38			archived	low spot score			
ENCFF459DTS	bed narrowPeak	peaks	ENCSR164PQJ	DNase-seq	UBERON:0002370	thymus	tissue	embryonic	male	127 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF402SXQ	911080	ENCODE Processing Pipeline	dc22230359487f1c294a1ab29206b074		https://www.encodeproject.org/files/ENCFF459DTS/@@download/ENCFF459DTS.bed.gz	hg19			archived	low spot score			
ENCFF652JYR	bed narrowPeak	peaks	ENCSR164PQJ	DNase-seq	UBERON:0002370	thymus	tissue	embryonic	male	127 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF911BTJ, ENCFF967OQF	949264	ENCODE Processing Pipeline	f0bbcea5a3e6c88d6d6d3cf2b6cfb355		https://www.encodeproject.org/files/ENCFF652JYR/@@download/ENCFF652JYR.bed.gz	GRCh38			released	low spot score			
ENCFF402SZW	bed narrowPeak	peaks	ENCSR164PQJ	DNase-seq	UBERON:0002370	thymus	tissue	embryonic	male	127 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF347QEH, ENCFF390DNP	944558	ENCODE Processing Pipeline	be148a76b465020d85ff70ace9c7bea1		https://www.encodeproject.org/files/ENCFF402SZW/@@download/ENCFF402SZW.bed.gz	hg19			released	low spot score			
ENCFF187NZJ	bed narrowPeak	peaks	ENCSR282QFE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	female	121 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF400DTN, ENCFF992CZQ	849658	ENCODE Processing Pipeline	a3c9bf552affa97b1185c591b09403c7		https://www.encodeproject.org/files/ENCFF187NZJ/@@download/ENCFF187NZJ.bed.gz	GRCh38			archived	low read depth			
ENCFF682OQR	bed narrowPeak	peaks	ENCSR282QFE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	female	121 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF978YBT	844719	ENCODE Processing Pipeline	5c9346f8300ecd4b9db22a9029c3fd72		https://www.encodeproject.org/files/ENCFF682OQR/@@download/ENCFF682OQR.bed.gz	hg19			archived	low read depth			
ENCFF362WET	bed narrowPeak	peaks	ENCSR282QFE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	female	121 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF514GTX, ENCFF967OQF	897275	ENCODE Processing Pipeline	375e3c24c0ab1b9b29804aa2c2915c3d		https://www.encodeproject.org/files/ENCFF362WET/@@download/ENCFF362WET.bed.gz	GRCh38			released	low read depth			
ENCFF849IJR	bed narrowPeak	peaks	ENCSR282QFE	DNase-seq	UBERON:0000945	stomach	tissue	embryonic	female	121 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF792JOV	894383	ENCODE Processing Pipeline	64ea0d1d9da88ce1591fd24911799ea3		https://www.encodeproject.org/files/ENCFF849IJR/@@download/ENCFF849IJR.bed.gz	hg19			released	low read depth			
ENCFF757CMC	bed narrowPeak	peaks	ENCSR777USE	DNase-seq	UBERON:0002370	thymus	tissue	embryonic	female	147 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF314AWY, ENCFF992CZQ	619989	ENCODE Processing Pipeline	b5372e76169d5e4fe6523c4bf6b9a8b9		https://www.encodeproject.org/files/ENCFF757CMC/@@download/ENCFF757CMC.bed.gz	GRCh38			archived	low read depth, low spot score			
ENCFF409POH	bed narrowPeak	peaks	ENCSR777USE	DNase-seq	UBERON:0002370	thymus	tissue	embryonic	female	147 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF053LIX, ENCFF163ZHO	618063	ENCODE Processing Pipeline	11ff03d151c1f6da9a3e9640b4826fc3		https://www.encodeproject.org/files/ENCFF409POH/@@download/ENCFF409POH.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF248TFS	bed narrowPeak	peaks	ENCSR777USE	DNase-seq	UBERON:0002370	thymus	tissue	embryonic	female	147 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF945LOQ, ENCFF967OQF	638085	ENCODE Processing Pipeline	f8988485844863ea385a91ffef98fedc		https://www.encodeproject.org/files/ENCFF248TFS/@@download/ENCFF248TFS.bed.gz	GRCh38			released	low read depth, low spot score			
ENCFF834IMZ	bed narrowPeak	peaks	ENCSR777USE	DNase-seq	UBERON:0002370	thymus	tissue	embryonic	female	147 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF149PAO, ENCFF390DNP	636020	ENCODE Processing Pipeline	2130244b451b135dbd242a37b64f3b8a		https://www.encodeproject.org/files/ENCFF834IMZ/@@download/ENCFF834IMZ.bed.gz	hg19			released	low read depth, low spot score			
ENCFF231QBI	bed narrowPeak	peaks	ENCSR595HZQ	DNase-seq	UBERON:0001264	pancreas	tissue	adult	female	30 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF469FAS	895249	ENCODE Processing Pipeline	8da3fdf2cd1b3f6c08d47b9b8d2875f1		https://www.encodeproject.org/files/ENCFF231QBI/@@download/ENCFF231QBI.bed.gz	hg19			archived	low read depth, low spot score			
